ticket_id,customer_id,created_at,subject,body_text,category
TCKT00141,CUST002703,2025-01-26 14:52:30,Great experience with your app,The app redesign is clean and much easier to navigate. The new budgeting feature in the app is genuinely useful. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT00142,CUST002745,2025-01-26 16:56:01,Suspicious charges I did not make,"This looks like classic card-testing fraud, several tiny charges in a row. Please investigate this and issue a new card right away. I noticed several small unauthorized charges over the past 11 days.",fraud_report
TCKT00143,CUST000603,2025-01-27 04:34:04,Two-factor code never arrives,I've reset my password three times and still can't log in. It says my credentials are invalid even though I just reset them. This has been happening for 7 days now and it's frustrating. I never receive the verification code by text or email.,login_issue
TCKT00144,CUST000802,2025-01-27 05:43:54,Still waiting on a reply from support,"I've called twice and been on hold for over 40 minutes each time. This is taking far too long to resolve for a simple issue. Please escalate this, I've already followed up twice. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT00145,CUST000551,2025-01-27 08:54:52,Locked out of online banking,This has been happening for 4 days now and it's frustrating. I never receive the verification code by text or email.,login_issue
TCKT00146,CUST003432,2025-01-27 09:00:12,Two-factor code never arrives,The mobile app crashes every time I try to sign in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT00147,CUST003838,2025-01-27 14:48:06,"Account under review, need status update",My account has been frozen and nobody has explained why. I can't withdraw or transfer any funds right now. I rely on this account for daily expenses and need access restored.,account_access
TCKT00148,CUST001849,2025-01-27 17:54:27,Account frozen without explanation,Please tell me what documents you still need from me. I rely on this account for daily expenses and need access restored. This review process is taking way too long for a routine check. I can't withdraw or transfer any funds right now.,account_access
TCKT00149,CUST004982,2025-01-27 18:18:05,My subscription payment keeps failing,The transaction error code didn't explain what actually went wrong. I need this resolved quickly because the merchant is threatening to cancel my order. This is the second time a subscription purchase has failed this month. My card was declined even though I have sufficient balance.,failed_transaction
TCKT00150,CUST003749,2025-01-28 19:14:52,Unexpected fee on my statement,I want this fee reversed or a clear explanation of why it was charged. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT00151,CUST002129,2025-01-28 19:47:18,My travel payment keeps failing,This is the second time a other purchase has failed this month. The transaction error code didn't explain what actually went wrong.,failed_transaction
TCKT00152,CUST000122,2025-01-29 00:13:43,How do I update my address,Just have a quick question about how transfers are processed. How do I update my mailing address on file?,general_inquiry
TCKT00153,CUST003181,2025-01-29 01:59:10,Dispute a service charge,I want this fee reversed or a clear explanation of why it was charged. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT00154,CUST001070,2025-01-29 02:16:26,Monthly fee increased without notice,I want this fee reversed or a clear explanation of why it was charged. Nobody told me the monthly maintenance fee was going up. This overdraft fee seems unfair given my account history. I was charged a $593.57 fee I don't understand.,fee_complaint
TCKT00155,CUST000751,2025-01-29 02:26:33,App keeps logging me out,This has been happening for 2 days now and it's frustrating. The mobile app crashes every time I try to sign in. It says my credentials are invalid even though I just reset them. I never receive the verification code by text or email.,login_issue
TCKT00156,CUST000795,2025-01-29 03:17:50,"Account under review, need status update",I submitted my ID for verification 12 days ago and heard nothing back. I can't withdraw or transfer any funds right now. I rely on this account for daily expenses and need access restored. Please tell me what documents you still need from me.,account_access
TCKT00157,CUST002216,2025-01-29 05:53:16,Monthly fee increased without notice,Nobody told me the monthly maintenance fee was going up. I was charged a $370.44 fee I don't understand.,fee_complaint
TCKT00158,CUST003781,2025-01-29 07:23:53,App keeps logging me out,I've reset my password three times and still can't log in. The mobile app crashes every time I try to sign in. Can someone manually reset my login so I can access my account? It says my credentials are invalid even though I just reset them.,login_issue
TCKT00159,CUST001778,2025-01-29 10:15:59,Still waiting on a reply from support,"I opened this ticket 13 days ago and still have no response. This is taking far too long to resolve for a simple issue. Your chat support disconnected me before resolving my issue. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT00160,CUST004222,2025-01-29 20:37:58,"Failed transaction, need urgent help",The transaction error code didn't explain what actually went wrong. My card was declined even though I have sufficient balance.,failed_transaction
TCKT00161,CUST001473,2025-01-29 23:27:56,Account frozen without explanation,My account has been frozen and nobody has explained why. I can't withdraw or transfer any funds right now.,account_access
TCKT00162,CUST001721,2025-01-30 19:07:50,App keeps logging me out,Can someone manually reset my login so I can access my account? This has been happening for 3 days now and it's frustrating. It says my credentials are invalid even though I just reset them.,login_issue
TCKT00163,CUST004516,2025-01-30 21:31:00,Password reset link not working,I've reset my password three times and still can't log in. This has been happening for 12 days now and it's frustrating.,login_issue
TCKT00164,CUST003771,2025-01-31 10:46:07,Password reset link not working,I've reset my password three times and still can't log in. I never receive the verification code by text or email. It says my credentials are invalid even though I just reset them.,login_issue
TCKT00165,CUST000335,2025-01-31 11:57:39,Just wanted to say thanks,"The app redesign is clean and much easier to navigate. Your support agent resolved my issue in minutes, really appreciated it. Just wanted to recognize your team for great service this week. Thank you for being transparent about the recent fee changes.",positive_feedback
